circuit,TF-value,TI-value,T-EV-value,conf,cred,p-TF,p-TI,T-EV,y-test,y-pred
289,TRUE,FALSE,FALSE,0.999,0.955,0.95416566,3.40E-05,0.000984877,TF,0
290,TRUE,FALSE,FALSE,0.998,0.51,0.509494642,0.000832809,7.78E-05,TF,0
291,TRUE,FALSE,FALSE,0.983,0.219,0.219369594,0.002208945,0.016965743,TF,0
292,TRUE,FALSE,TRUE,0.916,0.146,0.145054214,0.031246971,0.083954487,TF,0
293,TRUE,FALSE,FALSE,0.999,0.633,0.631781029,0.001332202,0.00061342,TF,0
294,FALSE,TRUE,FALSE,0.999,0.989,0.00099685,0.990400356,0.000669865,TI,1
295,TRUE,FALSE,FALSE,0.997,0.409,0.40897864,0.000636891,0.002672069,TF,0
296,TRUE,FALSE,FALSE,0.999,0.766,0.766301872,0.000587771,0.000319013,TF,0
297,TRUE,FALSE,TRUE,0.892,0.126,0.127048551,0.048161777,0.109109605,TF,0
298,TRUE,FALSE,FALSE,0.996,0.254,0.253494547,0.001011217,0.004506833,TF,0
299,TRUE,FALSE,FALSE,0.998,0.329,0.329087244,0.000100167,0.001828823,TF,0
300,TRUE,FALSE,FALSE,0.998,0.423,0.423361295,0.000724468,0.003143072,TF,0
301,TRUE,FALSE,FALSE,0.999,0.579,0.578470979,0.001503948,5.27E-05,TF,0
302,TRUE,FALSE,FALSE,0.997,0.435,0.43614845,0.001012145,0.002439264,TF,0
303,TRUE,FALSE,FALSE,0.999,0.539,0.535879306,0.000826597,0.00134513,TF,0
304,TRUE,FALSE,FALSE,0.999,0.712,0.711910579,0.001061473,0.001494437,TF,0
305,TRUE,TRUE,TRUE,0.887,0.114,0.1204513,0.11405317,0.08520299,TI,1
306,TRUE,FALSE,FALSE,0.997,0.316,0.315763727,0.001116391,0.002086564,TF,0
307,TRUE,FALSE,FALSE,0.999,0.66,0.660055983,7.38E-05,0.001097476,TF,0
308,TRUE,TRUE,TRUE,0.889,0.126,0.109341595,0.126938967,0.059807573,TI,1
309,TRUE,FALSE,FALSE,0.999,0.496,0.495319787,0.00081266,0.000621829,TF,0
310,TRUE,FALSE,FALSE,0.998,0.845,0.84965981,0.000824695,0.001599353,TF,0
311,TRUE,FALSE,FALSE,0.998,0.265,0.265515948,0.001001349,0.00295211,TF,0
312,TRUE,FALSE,FALSE,0.996,0.254,0.253375652,0.000571821,0.003868138,TF,0
313,TRUE,FALSE,FALSE,1,0.72,0.718828755,0.000733106,0.000367689,TF,0
314,TRUE,FALSE,FALSE,0.997,0.387,0.386483524,0.002721139,0.001486772,TF,0
315,TRUE,TRUE,TRUE,0.888,0.127,0.110321601,0.125496727,0.059986988,TI,1
316,TRUE,FALSE,FALSE,0.998,0.415,0.414510137,2.93E-05,0.002418099,TF,0
317,TRUE,FALSE,FALSE,0.998,0.301,0.299974886,0.001343578,0.002341471,TF,0
318,TRUE,FALSE,TRUE,0.933,0.174,0.174495196,0.006259921,0.067215025,TF,0
319,TRUE,FALSE,FALSE,0.998,0.278,0.278528933,9.87E-05,0.002513455,TF,0
320,TRUE,FALSE,FALSE,0.999,0.59,0.594687811,0.000511961,0.001096507,TF,0
321,TRUE,FALSE,FALSE,0.999,0.619,0.618627007,0.001567469,0.000103907,TF,0
322,TRUE,TRUE,FALSE,0.923,0.161,0.160432641,0.077475172,0.016788311,TF,0
323,TRUE,FALSE,FALSE,0.999,0.561,0.561701877,7.26E-05,0.0007414,TF,0
324,TRUE,FALSE,FALSE,0.998,0.437,0.436948763,3.30E-05,0.002297447,TF,0
325,TRUE,FALSE,TRUE,0.915,0.151,0.149903551,0.031044027,0.084980548,TF,0
326,TRUE,FALSE,FALSE,1,0.58,0.578614582,0.000718213,0.001124769,TF,0
327,TRUE,FALSE,FALSE,0.999,0.866,0.882223189,5.73E-07,0.001012821,TF,0
328,TRUE,FALSE,FALSE,0.999,0.619,0.618779185,0.001473981,0.00140998,TF,0
329,TRUE,FALSE,FALSE,0.998,0.328,0.327009042,7.78E-05,0.003076996,TF,0
330,TRUE,FALSE,TRUE,0.931,0.172,0.070640073,0.009755171,0.172270179,T-EV,2
331,TRUE,FALSE,FALSE,0.998,0.318,0.317975366,0.000484777,0.002923038,TF,0
332,TRUE,FALSE,TRUE,0.93,0.169,0.170541874,0.010895643,0.070418426,TF,0
333,TRUE,TRUE,FALSE,0.911,0.138,0.141134644,0.0874822,0.042924864,TF,0
334,TRUE,FALSE,FALSE,0.997,0.317,0.316108766,0.000659034,0.002550281,TF,0
335,TRUE,FALSE,FALSE,0.999,0.656,0.653831681,0.001577357,0.000740037,TF,0
336,TRUE,FALSE,FALSE,0.999,0.924,0.842134736,0.00068343,0.00156991,TF,0
337,TRUE,FALSE,FALSE,1,0.642,0.641174822,0.001489054,0.001414269,TF,0
338,TRUE,FALSE,FALSE,0.999,0.814,0.810321428,0.001487657,0.000530656,TF,0
339,TRUE,FALSE,FALSE,0.999,0.606,0.60394914,0.000772884,0.000542569,TF,0
340,TRUE,FALSE,FALSE,0.998,0.842,0.895263367,0.001434698,0.001584071,TF,0
341,TRUE,FALSE,TRUE,0.935,0.177,0.176008766,0.012593919,0.065171976,TF,0
342,TRUE,FALSE,FALSE,0.999,0.897,0.872670882,0.000557601,0.000785694,TF,0
343,FALSE,FALSE,TRUE,0.997,0.399,0.002801182,0.000852501,0.399095552,T-EV,2
344,TRUE,FALSE,FALSE,0.999,0.682,0.687014531,0.000764558,0.001090275,TF,0
345,TRUE,TRUE,FALSE,0.899,0.131,0.13182532,0.100391089,0.046894445,TF,0
346,TRUE,FALSE,FALSE,0.999,0.681,0.679553155,0.000608449,0.000533785,TF,0
347,TRUE,FALSE,FALSE,0.988,0.232,0.230613063,0.002856777,0.012220871,TF,0
348,TRUE,FALSE,FALSE,0.999,0.59,0.594449071,0.001526339,0.001200552,TF,0
349,FALSE,FALSE,TRUE,0.998,0.362,0.001829005,0.000833321,0.361817665,T-EV,2
350,TRUE,FALSE,FALSE,0.999,0.804,0.80393728,0.000300647,0.001472062,TF,0
351,TRUE,FALSE,FALSE,0.999,0.704,0.703307135,0.000265676,0.000839194,TF,0
352,FALSE,TRUE,FALSE,0.999,0.946,0.000183174,0.945475161,0.000627794,TI,1
353,TRUE,FALSE,FALSE,1,0.826,0.825206077,0.000353244,0.000726635,TF,0
354,TRUE,FALSE,FALSE,0.983,0.22,0.220131066,0.002386278,0.016713791,TF,0
355,TRUE,FALSE,FALSE,0.999,0.788,0.7887488,4.75E-05,0.00011065,TF,0
356,TRUE,FALSE,FALSE,1,0.713,0.711311557,0.001074115,0.000824859,TF,0
357,TRUE,FALSE,FALSE,0.999,0.736,0.7347138,3.72E-05,0.000955844,TF,0
358,TRUE,FALSE,FALSE,0.984,0.224,0.224666813,0.001797283,0.014892074,TF,0
359,TRUE,FALSE,FALSE,0.997,0.457,0.456002485,0.000737707,0.002201456,TF,0
360,TRUE,FALSE,FALSE,0.999,0.705,0.700748548,0.000633122,0.001192851,TF,0
361,TRUE,FALSE,FALSE,1,0.647,0.647172556,0.001339964,0.000744548,TF,0
362,TRUE,FALSE,FALSE,0.998,0.631,0.629679396,0.001269314,0.001250953,TF,0
363,TRUE,FALSE,TRUE,0.922,0.157,0.157730531,0.022024738,0.077866282,TF,0
364,TRUE,FALSE,FALSE,0.999,0.51,0.510279598,0.000736779,0.001186808,TF,0
365,TRUE,FALSE,FALSE,0.997,0.384,0.384462834,0.000314344,0.003047791,TF,0
366,TRUE,FALSE,TRUE,0.915,0.146,0.08507685,0.030853762,0.146006758,T-EV,2
367,TRUE,FALSE,FALSE,0.999,0.568,0.568483884,3.03E-05,6.51E-05,TF,0
368,TRUE,FALSE,FALSE,0.989,0.235,0.234762017,0.002759156,0.010910455,TF,0
369,TRUE,FALSE,FALSE,0.997,0.316,0.315792993,0.000239662,0.003219055,TF,0
370,TRUE,FALSE,FALSE,0.999,0.567,0.563833984,6.59E-05,0.001124231,TF,0
371,FALSE,FALSE,TRUE,0.999,0.963,0.001473589,0.001481015,0.963955235,T-EV,2
372,TRUE,FALSE,FALSE,0.997,0.259,0.258234574,0.001185525,0.002868452,TF,0
373,TRUE,FALSE,FALSE,0.997,0.271,0.271125732,0.001524402,0.002136451,TF,0
374,TRUE,FALSE,FALSE,0.999,0.799,0.79976277,0.000108605,0.001234891,TF,0
375,TRUE,FALSE,FALSE,1,0.578,0.575993831,0.00134535,0.000354732,TF,0
376,TRUE,FALSE,FALSE,0.999,0.771,0.77107389,0.000537765,0.001261534,TF,0
377,TRUE,FALSE,FALSE,1,0.65,0.650055718,0.000349141,0.000380248,TF,0
378,TRUE,FALSE,FALSE,0.999,0.9,0.87576575,0.000542787,0.001312736,TF,0
379,TRUE,FALSE,FALSE,0.998,0.316,0.316044207,0.000921582,0.001948194,TF,0
380,TRUE,FALSE,FALSE,0.999,0.937,0.936102458,0.001060799,9.84E-05,TF,0
381,TRUE,FALSE,FALSE,0.998,0.474,0.474501778,0.000699687,0.001920837,TF,0
382,TRUE,FALSE,FALSE,0.997,0.335,0.336122429,0.000404836,0.002956333,TF,0
383,TRUE,TRUE,FALSE,0.936,0.177,0.177214806,0.063287193,0.004007554,TF,0
384,TRUE,FALSE,FALSE,0.999,0.614,0.614672713,0.001598569,0.000619441,TF,0
385,TRUE,FALSE,FALSE,0.973,0.211,0.210043989,0.001966022,0.026481651,TF,0
386,TRUE,FALSE,TRUE,0.916,0.143,0.084986724,0.030898177,0.141923426,T-EV,2
387,TRUE,TRUE,TRUE,0.887,0.121,0.070000626,0.1200621,0.112104503,TI,1
388,TRUE,FALSE,FALSE,0.998,0.386,0.385136943,0.000567999,0.002487612,TF,0
389,FALSE,TRUE,FALSE,0.988,0.228,0.012220622,0.227392237,0.001966701,TI,1
390,TRUE,FALSE,FALSE,0.953,0.187,0.187815908,0.002553025,0.046720391,TF,0
391,TRUE,FALSE,FALSE,1,0.546,0.545264846,0.000895958,0.001272597,TF,0
392,TRUE,FALSE,FALSE,0.998,0.424,0.423555167,0.001335819,0.002421995,TF,0
393,TRUE,FALSE,FALSE,0.999,0.507,0.506688483,0.000451059,0.000949398,TF,0
394,FALSE,TRUE,FALSE,0.999,0.986,0.001216719,0.992674075,0.000149975,TI,1
395,TRUE,FALSE,FALSE,0.999,0.679,0.662614379,0.000262512,0.00054361,TF,0
396,FALSE,FALSE,TRUE,0.999,0.954,0.00144249,0.001065077,0.954074558,T-EV,2
397,TRUE,FALSE,FALSE,0.997,0.399,0.398036093,0.000104163,0.002657861,TF,0
398,TRUE,FALSE,FALSE,0.999,0.64,0.638594673,0.000199421,0.000206009,TF,0
399,TRUE,FALSE,FALSE,0.985,0.223,0.222837488,0.002275223,0.016025064,TF,0
400,TRUE,FALSE,FALSE,0.995,0.24,0.241348687,0.002966093,0.004858621,TF,0
401,TRUE,FALSE,FALSE,0.998,0.323,0.322623903,0.001448749,0.002729669,TF,0
402,TRUE,FALSE,FALSE,0.998,0.26,0.260543035,0.000982492,0.001656114,TF,0
403,TRUE,FALSE,FALSE,0.998,0.854,0.865498842,0.001430671,0.001012996,TF,0
404,TRUE,FALSE,FALSE,0.999,0.799,0.799820658,0.000867297,0.001319915,TF,0
405,FALSE,FALSE,TRUE,0.999,0.777,0.001150063,0.000422413,0.776975792,T-EV,2
406,FALSE,FALSE,TRUE,0.998,0.748,0.000759848,0.000249314,0.747240298,T-EV,2
407,FALSE,FALSE,TRUE,0.999,0.946,0.000517306,0.000941704,0.945351995,T-EV,2
408,FALSE,FALSE,TRUE,0.999,0.962,0.000538383,0.000180918,0.961516853,T-EV,2
409,TRUE,FALSE,FALSE,0.999,0.71,0.711161486,0.001113886,0.000921602,TF,0
410,TRUE,FALSE,FALSE,0.999,0.724,0.723541509,0.001337291,4.72E-06,TF,0
411,TRUE,FALSE,FALSE,0.991,0.238,0.237985678,0.002108695,0.009450859,TF,0
412,TRUE,FALSE,FALSE,0.999,0.766,0.768106583,0.000534463,0.000621278,TF,0
413,TRUE,FALSE,FALSE,0.998,0.581,0.579862572,0.00109511,0.000357802,TF,0
414,TRUE,FALSE,FALSE,0.997,0.45,0.450333859,0.001101844,0.001681008,TF,0
415,TRUE,TRUE,TRUE,0.892,0.129,0.105943986,0.129611891,0.072443611,TI,1
416,TRUE,FALSE,FALSE,0.999,0.791,0.789844839,0.000663451,0.000269419,TF,0
417,TRUE,FALSE,FALSE,0.999,0.878,0.89947685,0.00101889,0.000785711,TF,0
418,TRUE,FALSE,TRUE,0.934,0.177,0.175541862,0.005709524,0.064716964,TF,0
419,TRUE,TRUE,FALSE,0.925,0.162,0.1613147,0.074235748,0.030342184,TF,0
420,TRUE,FALSE,FALSE,1,0.889,0.90844358,0.000628716,6.64E-05,TF,0
421,TRUE,TRUE,TRUE,0.893,0.13,0.106841934,0.129192809,0.072178407,TI,1
422,TRUE,FALSE,FALSE,0.997,0.266,0.267304458,0.00100516,0.001905625,TF,0
423,FALSE,FALSE,TRUE,0.999,0.959,0.000635332,0.000269088,0.958136336,T-EV,2
424,TRUE,FALSE,FALSE,0.999,0.875,0.897934374,0.000497451,0.001516228,TF,0
425,TRUE,FALSE,FALSE,0.999,0.577,0.577454039,0.001092683,0.00024163,TF,0
426,TRUE,FALSE,TRUE,0.93,0.17,0.17068435,0.014757559,0.070179556,TF,0
427,TRUE,FALSE,TRUE,0.92,0.158,0.157412084,0.024953403,0.079525062,TF,0
428,TRUE,FALSE,FALSE,0.998,0.458,0.457785115,9.89E-05,0.002377719,TF,0
429,TRUE,FALSE,FALSE,0.999,0.56,0.561656789,0.000115733,0.000980332,TF,0
430,FALSE,TRUE,FALSE,0.999,0.987,0.000306808,0.991577643,0.000425061,TI,1
431,TRUE,FALSE,TRUE,0.916,0.151,0.150517189,0.028197883,0.084791623,TF,0
432,TRUE,FALSE,FALSE,0.997,0.283,0.281956877,0.001023002,0.003052541,TF,0
433,TRUE,FALSE,FALSE,0.999,0.606,0.605883051,0.00149259,0.000715792,TF,0
434,TRUE,FALSE,FALSE,1,0.837,0.868804459,0.000871785,0.001107738,TF,0
435,TRUE,FALSE,FALSE,0.994,0.25,0.250738273,0.002525453,0.005207718,TF,0
436,TRUE,FALSE,FALSE,0.999,0.753,0.752716358,0.00143563,0.001278314,TF,0
437,TRUE,FALSE,FALSE,0.971,0.211,0.210112288,0.002825766,0.028599696,TF,0
438,TRUE,FALSE,FALSE,0.999,0.889,0.834985519,0.001009614,0.001602091,TF,0
439,TRUE,FALSE,FALSE,0.999,0.713,0.711791519,0.000869524,0.00127441,TF,0
440,TRUE,FALSE,FALSE,0.995,0.243,0.242936958,0.00215069,0.006265521,TF,0
441,TRUE,FALSE,FALSE,0.998,0.405,0.404510463,0.002872326,0.001205587,TF,0
442,TRUE,TRUE,FALSE,0.9,0.132,0.130833176,0.1012915,0.048240798,TF,0
443,TRUE,FALSE,FALSE,0.998,0.476,0.475906171,0.000321867,0.001953093,TF,0
444,TRUE,FALSE,FALSE,0.999,0.934,0.932717166,0.000810229,0.001259407,TF,0
445,TRUE,FALSE,FALSE,0.998,0.394,0.394003049,0.000468261,0.002684474,TF,0
446,TRUE,TRUE,FALSE,0.916,0.145,0.084210987,0.145484897,0.032162933,TI,1
447,TRUE,FALSE,TRUE,0.921,0.156,0.157624646,0.018142867,0.0776831,TF,0
448,TRUE,FALSE,FALSE,0.999,0.788,0.788020269,0.000190651,0.000706227,TF,0
449,TRUE,FALSE,FALSE,0.998,0.438,0.436826087,0.001545635,0.002826466,TF,0
450,TRUE,FALSE,FALSE,1,0.852,0.852739823,0.000561818,0.001492887,TF,0
451,FALSE,FALSE,TRUE,0.998,0.944,0.000662035,0.000144007,0.942472442,T-EV,2
452,FALSE,FALSE,TRUE,0.984,0.22,0.016433373,0.001735182,0.220529024,T-EV,2
453,TRUE,FALSE,FALSE,0.999,0.794,0.795143596,0.000389822,0.000953352,TF,0
454,TRUE,FALSE,FALSE,0.998,0.276,0.276207147,0.000976567,0.002823253,TF,0
455,TRUE,FALSE,FALSE,0.999,0.542,0.541291785,2.18E-06,0.000194827,TF,0
456,TRUE,FALSE,FALSE,0.998,0.545,0.545522015,0.000539727,0.000903096,TF,0
457,TRUE,TRUE,FALSE,0.921,0.162,0.162502294,0.077459998,0.016118538,TF,0
458,TRUE,FALSE,FALSE,0.999,0.75,0.748681088,0.000768567,0.0004025,TF,0
459,TRUE,FALSE,TRUE,0.927,0.167,0.16695383,0.01498576,0.073303587,TF,0
460,TRUE,FALSE,FALSE,0.999,0.688,0.68390936,0.000998123,0.000838305,TF,0
461,TRUE,FALSE,FALSE,0.999,0.867,0.897668553,0.001067456,0.00131191,TF,0
462,TRUE,FALSE,FALSE,0.999,0.55,0.549295809,0.000528366,0.001278199,TF,0
463,TRUE,FALSE,FALSE,0.999,0.497,0.49631933,0.00134676,0.000588656,TF,0
464,TRUE,FALSE,FALSE,0.999,0.88,0.84866956,0.00075404,0.000194821,TF,0
465,FALSE,FALSE,TRUE,0.999,0.978,0.001483276,0.000736151,0.978697907,T-EV,2
466,TRUE,FALSE,FALSE,0.997,0.265,0.264961329,0.001764096,0.000377812,TF,0
467,TRUE,FALSE,FALSE,0.997,0.398,0.398955021,0.000539897,0.00212548,TF,0
468,TRUE,FALSE,FALSE,0.995,0.246,0.245354831,0.001721694,0.005882477,TF,0
469,TRUE,TRUE,FALSE,0.888,0.121,0.122026103,0.111726891,0.047132989,TF,0
470,FALSE,FALSE,TRUE,0.999,0.944,0.001593531,0.000946507,0.944085694,T-EV,2
471,TRUE,FALSE,FALSE,0.997,0.301,0.299537721,0.000413451,0.002619644,TF,0
472,TRUE,FALSE,FALSE,0.998,0.425,0.426754069,0.000937918,0.002795876,TF,0
473,TRUE,FALSE,FALSE,0.984,0.219,0.219660864,0.002619738,0.016458542,TF,0
474,TRUE,FALSE,FALSE,0.998,0.763,0.763104034,0.000459988,0.000506963,TF,0
475,TRUE,FALSE,FALSE,0.999,0.586,0.585351327,0.000106136,0.000109275,TF,0
476,TRUE,FALSE,FALSE,0.999,0.783,0.781608044,0.00025712,0.001288157,TF,0
477,TRUE,FALSE,FALSE,0.994,0.249,0.24874924,0.001867278,0.005277768,TF,0
478,TRUE,FALSE,FALSE,0.999,0.669,0.671080276,0.001481398,0.000821946,TF,0
479,TRUE,FALSE,FALSE,0.999,0.509,0.509295368,0.001290431,0.00050963,TF,0
480,TRUE,FALSE,FALSE,0.997,0.474,0.474151972,4.61E-05,0.00276846,TF,0
481,TRUE,FALSE,FALSE,0.997,0.258,0.257879494,0.002957871,0.003713207,TF,0
482,TRUE,FALSE,FALSE,0.964,0.193,0.191838725,0.001796934,0.036014804,TF,0
483,TRUE,FALSE,FALSE,0.998,0.36,0.360608138,0.000811161,0.002355195,TF,0
484,TRUE,FALSE,FALSE,0.999,0.582,0.581371667,0.000552872,0.001253049,TF,0
485,TRUE,FALSE,FALSE,0.994,0.251,0.249856616,0.002442508,0.006220303,TF,0
486,FALSE,FALSE,TRUE,0.999,0.978,0.001481448,0.001484577,0.978126276,T-EV,2
487,TRUE,FALSE,FALSE,0.988,0.227,0.228314347,0.002406854,0.011373413,TF,0
488,TRUE,FALSE,FALSE,0.985,0.223,0.222856966,0.001894647,0.015331191,TF,0
489,TRUE,FALSE,FALSE,0.999,0.497,0.496945501,0.001480657,0.000715026,TF,0
490,TRUE,TRUE,FALSE,0.936,0.18,0.179098839,0.063570947,0.004380844,TF,0
491,TRUE,FALSE,FALSE,0.997,0.299,0.298450331,0.00149759,0.002223414,TF,0
492,TRUE,FALSE,FALSE,0.998,0.303,0.30337025,0.000405228,0.003143969,TF,0
493,TRUE,FALSE,FALSE,0.997,0.389,0.388074076,0.001700418,0.000276244,TF,0
494,TRUE,FALSE,FALSE,0.994,0.242,0.242976456,0.002664026,0.005830077,TF,0
495,TRUE,FALSE,FALSE,0.998,0.393,0.391565196,0.000929062,0.002376912,TF,0
496,TRUE,FALSE,FALSE,0.999,0.894,0.851211462,0.000253914,0.001304058,TF,0
497,TRUE,FALSE,FALSE,0.995,0.246,0.245121044,0.002209894,0.005773583,TF,0
498,TRUE,FALSE,FALSE,0.999,0.747,0.729188041,0.001070265,0.000717444,TF,0
499,FALSE,TRUE,FALSE,0.999,0.984,0.000235287,0.983420476,0.001195684,TI,1
500,TRUE,FALSE,FALSE,0.968,0.209,0.207842681,0.001895972,0.031193706,TF,0
501,FALSE,FALSE,TRUE,0.999,0.966,0.001061798,0.000336512,0.96468096,T-EV,2
502,TRUE,TRUE,FALSE,0.888,0.122,0.122356807,0.111961351,0.046946778,TF,0
503,TRUE,FALSE,FALSE,0.997,0.265,0.264278082,0.001779834,0.000933128,TF,0
504,TRUE,FALSE,FALSE,0.976,0.212,0.211639817,0.001644248,0.025283556,TF,0
505,TRUE,FALSE,FALSE,0.998,0.322,0.320612642,0.000674612,0.002547473,TF,0
506,TRUE,FALSE,FALSE,0.999,0.876,0.849314052,0.000905258,0.001059594,TF,0
507,TRUE,FALSE,FALSE,0.998,0.265,0.265469385,0.001447638,0.002405929,TF,0
508,FALSE,FALSE,TRUE,0.999,0.786,0.000172268,0.000662754,0.7863299,T-EV,2
509,TRUE,FALSE,FALSE,0.999,0.859,0.859686126,0.000701891,0.000258383,TF,0
510,TRUE,FALSE,FALSE,0.956,0.193,0.192118968,0.00175137,0.044579888,TF,0
511,TRUE,FALSE,FALSE,0.999,0.715,0.716561408,0.000580534,0.000382551,TF,0
512,TRUE,FALSE,FALSE,0.998,0.398,0.397987874,0.001250769,0.003074838,TF,0
513,TRUE,FALSE,FALSE,1,0.678,0.671775061,0.000326496,0.000686964,TF,0
514,TRUE,FALSE,FALSE,0.998,0.385,0.384575925,0.000395314,0.002974648,TF,0
515,TRUE,FALSE,FALSE,1,0.612,0.610796455,0.001400937,0.001409747,TF,0
516,TRUE,FALSE,FALSE,0.998,0.521,0.520289115,0.000942165,0.001515738,TF,0
517,TRUE,FALSE,FALSE,0.969,0.209,0.208218524,0.001688746,0.031392352,TF,0
518,TRUE,FALSE,TRUE,0.911,0.136,0.136316053,0.045817187,0.089632377,TF,0
519,TRUE,FALSE,FALSE,0.999,0.858,0.853882442,9.81E-05,0.001267598,TF,0
520,TRUE,FALSE,FALSE,0.997,0.38,0.380590301,0.000378676,0.002387697,TF,0
521,TRUE,FALSE,FALSE,1,0.613,0.613363702,0.000529345,0.000790585,TF,0
522,TRUE,TRUE,FALSE,0.934,0.175,0.175590801,0.06719811,0.044560534,TF,0
523,TRUE,TRUE,TRUE,0.902,0.134,0.132451221,0.0671517,0.099123338,TF,0
524,TRUE,TRUE,FALSE,0.925,0.162,0.074948667,0.162188099,0.014924627,TI,1
525,FALSE,FALSE,TRUE,0.998,0.502,0.001279092,0.000142391,0.501488221,T-EV,2
526,FALSE,TRUE,FALSE,0.999,0.981,0.000959947,0.982107869,0.000605822,TI,1
527,TRUE,FALSE,FALSE,0.997,0.426,0.426611729,0.001214135,0.002181522,TF,0
528,TRUE,FALSE,FALSE,0.997,0.316,0.316235648,0.000291637,0.003125928,TF,0
529,TRUE,FALSE,FALSE,0.998,0.727,0.746623372,0.00096777,0.001505291,TF,0
530,TRUE,TRUE,TRUE,0.888,0.124,0.111065704,0.12290253,0.0609313,TI,1
531,TRUE,FALSE,FALSE,0.999,0.696,0.697066858,0.001589126,0.001026608,TF,0
532,TRUE,FALSE,FALSE,0.997,0.372,0.372221322,0.000723676,0.002284015,TF,0
533,TRUE,FALSE,FALSE,0.999,0.845,0.889875538,3.49E-05,0.000389995,TF,0
534,FALSE,FALSE,TRUE,0.999,0.959,0.001337644,0.001262141,0.959733128,T-EV,2
535,TRUE,FALSE,FALSE,0.998,0.481,0.481315987,0.000527382,0.002955133,TF,0
536,TRUE,FALSE,FALSE,0.999,0.941,0.94146597,0.000111779,0.000521747,TF,0
537,TRUE,FALSE,FALSE,0.997,0.332,0.332530233,0.001215293,0.002052726,TF,0
538,FALSE,FALSE,TRUE,0.999,0.936,0.000423542,0.000114786,0.936787183,T-EV,2
539,FALSE,FALSE,TRUE,0.999,0.712,0.000412767,0.00050833,0.711835654,T-EV,2
540,TRUE,FALSE,FALSE,0.999,0.596,0.590840883,0.00069183,0.000232992,TF,0
541,TRUE,FALSE,FALSE,0.998,0.342,0.341760903,0.000977681,0.001791713,TF,0
542,TRUE,FALSE,FALSE,0.999,0.693,0.692831614,0.001311301,0.00052964,TF,0
543,TRUE,FALSE,FALSE,0.999,0.788,0.787707722,0.000682587,0.000654419,TF,0
544,TRUE,FALSE,TRUE,0.926,0.162,0.07518812,0.015253605,0.162470257,T-EV,2
545,TRUE,FALSE,FALSE,0.997,0.341,0.340841468,0.001607784,0.002745837,TF,0
546,FALSE,FALSE,TRUE,0.999,0.748,0.000979407,0.001218832,0.748328329,T-EV,2
547,TRUE,FALSE,FALSE,0.999,0.693,0.69400168,0.000204401,0.000610579,TF,0
548,TRUE,FALSE,FALSE,0.954,0.188,0.187636611,0.002064872,0.04667081,TF,0
549,TRUE,FALSE,FALSE,0.999,0.494,0.493596139,0.000683242,0.000330465,TF,0
550,FALSE,FALSE,TRUE,0.999,0.963,0.00120975,0.001289985,0.961440371,T-EV,2
551,FALSE,FALSE,TRUE,0.999,0.932,0.00133454,1.54E-05,0.931279255,T-EV,2
552,TRUE,FALSE,FALSE,0.999,0.632,0.632786654,0.001172028,0.000888393,TF,0
553,TRUE,FALSE,FALSE,0.999,0.63,0.629881685,0.000473059,0.000701855,TF,0
554,TRUE,FALSE,FALSE,0.97,0.208,0.208401811,0.002592578,0.029510786,TF,0
555,FALSE,FALSE,TRUE,0.999,0.799,0.001388504,0.000216086,0.799773408,T-EV,2
556,TRUE,FALSE,FALSE,0.998,0.341,0.340877534,0.001146264,0.003123792,TF,0
557,TRUE,FALSE,FALSE,0.999,0.915,0.830730872,0.000948074,0.001367312,TF,0
558,FALSE,FALSE,TRUE,0.999,0.965,0.000195214,0.001395353,0.965378611,T-EV,2
559,TRUE,FALSE,FALSE,0.999,0.687,0.684430371,0.000238957,0.001160587,TF,0
560,TRUE,TRUE,FALSE,0.934,0.177,0.175957329,0.064794384,0.045032393,TF,0
561,TRUE,FALSE,FALSE,0.998,0.946,0.946605254,0.000117019,0.000489815,TF,0
562,TRUE,FALSE,FALSE,0.999,0.788,0.788765374,0.000456656,0.000764485,TF,0
563,TRUE,FALSE,FALSE,0.999,0.496,0.496548034,0.000323524,0.001535005,TF,0
564,TRUE,FALSE,FALSE,0.999,0.936,0.936615885,0.000199476,0.001552002,TF,0
565,TRUE,FALSE,FALSE,0.998,0.505,0.505021098,0.000156518,0.000255897,TF,0
566,TRUE,FALSE,FALSE,0.999,0.596,0.597962378,0.001464469,0.000383026,TF,0
567,TRUE,FALSE,FALSE,0.998,0.707,0.708359798,0.001311768,0.001168989,TF,0
568,FALSE,TRUE,FALSE,0.998,0.944,0.000104913,0.943479889,0.000652345,TI,1
569,TRUE,FALSE,FALSE,0.998,0.465,0.466745749,0.001227721,0.001951865,TF,0
570,TRUE,FALSE,FALSE,0.998,0.784,0.782935044,0.001129646,0.001103991,TF,0
571,TRUE,FALSE,FALSE,0.998,0.323,0.323073792,0.001559708,0.002515424,TF,0
572,TRUE,FALSE,FALSE,0.998,0.32,0.320311278,0.000551315,0.002574749,TF,0
573,TRUE,FALSE,FALSE,0.998,0.715,0.714808945,0.000213001,0.001462929,TF,0
574,TRUE,FALSE,FALSE,1,0.795,0.794589965,0.000916752,0.000507255,TF,0
575,TRUE,FALSE,FALSE,0.999,0.591,0.5937627,0.000953685,0.001297191,TF,0
576,TRUE,FALSE,FALSE,0.998,0.415,0.414456608,0.000927946,0.002141345,TF,0
577,TRUE,FALSE,FALSE,1,0.818,0.821159027,0.000188508,0.000895113,TF,0
