Line#,Block#,Pout,|COND|,P,Pe,Pmost,RP,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,Trojan?
84,3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
91,4,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
93,4,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
100,5,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
102,5,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
109,6,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
111,6,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
118,7,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
120,7,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
127,8,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
129,8,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
31,1,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
33,1,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,129,1,129,128,128,1,3,0.007751938,0.007933624,1
64,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
66,1,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
73,2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
75,2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
82,3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
84,3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
91,4,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
93,4,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
100,5,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
102,5,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
109,6,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
111,6,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
118,7,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
120,7,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
127,8,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
129,8,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
32,1,1,1,0.5,0.5,0.5,1,0,1,1,132,1,129,1,6,5.872680291e-05,0.000411088,1
37,1,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,132,1,132,128,129,1,6,0.007517031,0.007869392,1
39,1,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
41,1,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
43,1,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
64,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
66,1,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
73,2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
75,2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
82,3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
84,3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
91,4,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
93,4,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
100,5,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
102,5,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
109,6,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
111,6,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
118,7,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
120,7,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
127,8,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
129,8,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
32,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
34,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
41,2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
43,2,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,129,1,129,128,128,1,3,0.007751938,0.007933624,1
45,2,1,0,0.5,0.5,0.5,1,0,129,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
35,1,1,3,0.75,0.75,0.5,1.5,0,1,1,2,2,2,2,2,0.5,1.5,0
37,1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,2,2,2,2,0.5,1.5,0
44,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
46,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
40,1,1,1,0.5,0.5,0.5,1,0,1,1,4,1,2,1,4,0.125,0.625,1
41,1,1,2,0.125,0.125,0.5,0.25,1,3,0.333333333,4,2,2,1,4,0.25,0.75,1
42,1,1,2,0.125,0.125,0.5,0.25,1,3,0.333333333,4,2,2,1,4,0.25,0.75,1
50,2,1,1,0.5,0.5,0.5,1,0,1,1,132,1,129,1,6,5.872680291e-05,0.000411088,1
55,2,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,132,1,132,128,129,1,6,0.007517031,0.007869392,1
57,2,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
59,2,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
61,2,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
34,1,1,3,0.75,0.75,0.5,1.5,0,1,1,2,2,2,2,2,0.5,1.5,0
36,1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,2,2,2,2,0.5,1.5,0
43,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
45,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
32,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
34,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
41,2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
43,2,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,129,1,129,128,128,1,3,0.007751938,0.007933624,1
45,2,1,0,0.5,0.5,0.5,1,0,129,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
32,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
34,1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
40,2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
42,2,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,129,1,129,128,128,1,3,0.007751938,0.007933624,1
33,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
35,1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
41,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
43,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
50,3,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
52,3,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,129,1,129,128,128,1,3,0.007751938,0.007933624,1
35,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
37,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
43,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
45,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
32,1,1,1,0.5,0.5,0.5,1,0,1,1,132,1,129,1,6,5.872680291e-05,0.000411088,1
37,1,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,132,1,132,128,129,1,6,0.007517031,0.007869392,1
39,1,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
41,1,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
43,1,1,1,7.35e-34,7.35e-34,0.5,1.47e-33,0,132,1,132,129,129,1,6,0.007575758,0.007928118,1
35,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
37,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
43,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
45,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
32,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
34,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
41,2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,6.056201550e-05,0.000242248,1
43,2,1,1,1.47e-33,1.47e-33,0.5,2.94e-33,0,129,1,129,128,128,1,3,0.007751938,0.007933624,1
4770,1,1,1,2.328306437e-10,2.328306437e-10,1.000000000,2.328306437e-10,0,32,1,32,32,32,32,2,0.03125,1.001953125,1
4771,1,1,0,1.000000000,1.000000000,1.000000000,1,0,32,1,32,32,32,32,2,0.03125,1.001953125,1
4780,2,1,1,0.25,0.25,0.75,0.333333333,0,2,1,2,2,2,2,2,0.5,1.5,0
4782,2,1,3,0.75,0.75,0.75,1,0,2,1,2,2,2,2,2,0.5,1.5,0
383,0,1,1,1,1,1,1,0,1,1,4,4,4,4,1,0.25,1.0625,0
390-405,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
407-422,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
424-439,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
470-485,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
487-502,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
504-566,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
504-566,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
568-583,0,1,1,1,1,1,1,0,1,1,4,4,4,4,1,0.25,1.0625,0
101,0,1,1,1,1,1,1,0,1,1,3,3,3,3,1,0.333333333,1.111111111,0
104,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
105,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
121-261,2,1,1,0.5,0.5,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
108-130,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
147,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
148,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
149,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
156-190,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
230,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
231,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
243,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
158,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
163,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
164,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
165,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
166,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
167,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
168,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
172,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
173,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
182,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
98,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166666667,1.5,0
99,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166666667,1.5,0
100,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
101,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
102,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
103,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
104,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
105,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
109,2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166666667,0.833333333,0
110,2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166666667,0.833333333,0
111,2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333333,1,0
112,2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333333,1,0
116,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
176,0,1,1,1,1,1,1,0,1,1,1,1,4,4,1,0.25,1.25,0
191-268,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
191-268,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
191-268,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
298-309,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
298-309,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
386,1,1,1,5.421010862e-20,5.421010862e-20,1,5.421010862e-20,0,64,1,64,64,64,64,2,0.015625,1.000488281,1
388,1,1,0,1,1,1,1,0,64,1,64,64,64,64,2,0.015625,1.000488281,1
397-412,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
414-429,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
431-446,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
477-492,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
494-509,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
511-573,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
511-573,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
575-591,0,1,1,1,1,1,1,0,1,1,4,4,4,4,1,0.25,1.0625,0
101,0,1,1,1,1,1,1,0,1,1,3,3,3,3,1,0.333333333,1.111111111,0
104,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
105,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
121-261,2,1,1,0.5,0.5,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
121-261,2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
108-130,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
147,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
148,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
149,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
156-190,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
230,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
231,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
243,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
158,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
163,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
164,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
165,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
166,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
167,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
168,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333333,2.333333333,0
172,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
173,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
182,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
98,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166666667,1.5,0
99,1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166666667,1.5,0
100,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
101,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
102,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
103,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
104,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
105,1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333333,1.666666667,0
109,2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166666667,0.833333333,0
110,2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166666667,0.833333333,0
111,2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333333,1,0
112,2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333333,1,0
116,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
176,0,1,1,1,1,1,1,0,1,1,1,1,4,4,1,0.25,1.25,0
191-268,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
191-268,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
191-268,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
272,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
273,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
298-309,0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000976563,0
298-309,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
61,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
64,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
71,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
74,2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
51,0,1,1,1,1,1,1,0,1,1,23,1,8,1,6,0.005434783,0.038043478,0
54,0,1,1,1,1,1,1,0,1,1,23,8,8,1,6,0.043478261,0.076086957,1
55,0,1,1,1,1,1,1,0,1,1,23,8,8,1,6,0.043478261,0.076086957,1
56,0,1,1,1,1,1,1,0,1,1,23,3,8,1,6,0.016304348,0.048913043,1
58,0,1,1,1,1,1,1,0,1,1,23,3,8,1,6,0.016304348,0.048913043,1
59,0,1,1,1,1,1,1,0,1,1,23,1,8,1,6,0.005434783,0.038043478,0
63,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
66,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
73,2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
74,2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
75,2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
79,3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
80,3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
87,4,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333333,1.666666667,0
88,4,1,1,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333333,1.666666667,0
89,4,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333333,1.666666667,0
95,5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
96,5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
112,6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
113,6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
121,7,1,1,0.0625,0.0625,0.9375,0.066666667,0,4,1,5,4,4,1,4,0.2,0.4,1
122,7,0.0625,0.5,0.03125,0.001953125,0.9375,0.033333333,0,1,1,5,1,4,1,4,0.05,0.25,1
123,7,0.0625,0.5,0.03125,0.001953125,0.9375,0.033333333,0,1,1,5,1,4,1,4,0.05,0.25,1
124,7,1,15,0.9375,0.9375,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,1
132,8,1,1,0.0625,0.0625,0.9375,0.066666667,0,4,1,8,4,4,4,4,0.125,0.625,1
133,8,0.0625,0.0625,0.00390625,0.000244141,0.9375,0.004166667,0,4,1,8,4,4,4,4,0.125,0.625,1
135,8,0.0625,0.9375,0.05859375,0.003662109,0.9375,0.0625,0,4,1,8,4,4,4,4,0.125,0.625,1
138,8,1,15,0.9375,0.9375,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,1
173,9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
174,9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
50,1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
51,1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
52,1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
57,2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333333,2,0
58,2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333333,2,0
59,2,0.5,2,0.25,0.125,0.5,0.5,0,1,1,3,1,1,1,5,0.333333333,2,0
60,2,0.5,1,0.125,0.0625,0.5,0.25,0,1,1,3,1,1,1,5,0.333333333,2,0
63,2,0.5,1,0.125,0.0625,0.5,0.25,0,1,1,3,1,1,1,5,0.333333333,2,0
68,3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333333,1.666666667,0
69,3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333333,1.666666667,0
70,3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333333,1.666666667,0
75,4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
