Block#,Pout,|COND|,P,Pe,Pmost,RP,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,Trojan?
1,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
1,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
1,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
4,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
5,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
5,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
6,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
6,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
7,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
7,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
8,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
8,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,0.000061,0.000242,1
2,1,1,0,0,0.5,0,0,129,1,129,128,128,1,3,0.007752,0.007934,1
2,1,0,0.5,0.5,0.5,1,0,129,1,129,1,128,1,3,0.000061,0.000242,1
1,1,3,0.75,0.75,0.5,1.5,0,1,1,2,2,2,2,2,0.5,1.5,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,2,2,2,2,0.5,1.5,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,4,1,2,1,4,0.125,0.625,1
1,1,2,0.125,0.125,0.5,0.25,1,3,0.33333333,4,2,2,1,4,0.25,0.75,1
1,1,2,0.125,0.125,0.5,0.25,1,3,0.33333333,4,2,2,1,4,0.25,0.75,1
2,1,1,0.5,0.5,0.5,1,0,1,1,132,1,129,1,6,0.000059,0.000411,1
2,1,1,0,0,0.5,0,0,132,1,132,128,129,1,6,0.007517,0.007869,1
2,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
2,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
2,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
1,1,3,0.75,0.75,0.5,1.5,0,1,1,2,2,2,2,2,0.5,1.5,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,2,2,2,2,0.5,1.5,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,0.000061,0.000242,1
2,1,1,0,0,0.5,0,0,129,1,129,128,128,1,3,0.007752,0.007934,1
2,1,0,0.5,0.5,0.5,1,0,129,1,129,1,128,1,3,0.000061,0.000242,1
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,0.000061,0.000242,1
2,1,1,0,0,0.5,0,0,129,1,129,128,128,1,3,0.007752,0.007934,1
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
3,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,0.000061,0.000242,1
3,1,1,0,0,0.5,0,0,129,1,129,128,128,1,3,0.007752,0.007934,1
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,132,1,129,1,6,0.000059,0.000411,1
1,1,1,0,0,0.5,0,0,132,1,132,128,129,1,6,0.007517,0.007869,1
1,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
1,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
1,1,1,0,0,0.5,0,0,132,1,132,129,129,1,6,0.007576,0.007928,1
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,129,1,128,1,3,0.000061,0.000242,1
2,1,1,0,0,0.5,0,0,129,1,129,128,128,1,3,0.007752,0.007934,1
1,1,1,0,0,1,0,0,32,1,32,32,32,32,2,0.03125,1.001953,1
1,1,0,1,1,1,1,0,32,1,32,32,32,32,2,0.03125,1.001953,1
2,1,1,0.25,0.25,0.75,0.333,0,2,1,2,2,2,2,2,0.5,1.5,0
2,1,3,0.75,0.75,0.75,1,0,2,1,2,2,2,2,2,0.5,1.5,0
0,1,1,1,1,1,1,0,1,1,4,4,4,4,1,0.25,1.0625,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,4,4,4,4,1,0.25,1.0625,0
0,1,1,1,1,1,1,0,1,1,3,3,3,3,1,0.333333,1.111111,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,14,0.125,1.875,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166667,1.5,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166667,1.5,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166667,0.833333,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166667,0.833333,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333,1,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333,1,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
0,1,1,1,1,1,1,0,1,1,1,1,4,4,1,0.25,1.25,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
1,1,1,0,0,1,0,0,64,1,64,64,64,64,2,0.015625,1.000488,1
1,1,0,1,1,1,1,0,64,1,64,64,64,64,2,0.015625,1.000488,1
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,4,4,4,4,1,0.25,1.0625,0
0,1,1,1,1,1,1,0,1,1,3,3,3,3,1,0.333333,1.111111,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
2,0.5,1,0.5,0.25,0.5,1,0,1,1,8,1,1,1,13,0.125,1.75,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,6,0.333333,2.333333,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166667,1.5,0
1,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,8,0.166667,1.5,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,8,0.333333,1.666667,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166667,0.833333,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,2,1,4,0.166667,0.833333,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333,1,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,3,2,2,1,4,0.333333,1,0
0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,0.5,1.25,0
0,1,1,1,1,1,1,0,1,1,1,1,4,4,1,0.25,1.25,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,32,32,32,32,1,0.03125,1.000977,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,23,1,8,1,6,0.005435,0.038043,0
0,1,1,1,1,1,1,0,1,1,23,8,8,1,6,0.043478,0.076087,1
0,1,1,1,1,1,1,0,1,1,23,8,8,1,6,0.043478,0.076087,1
0,1,1,1,1,1,1,0,1,1,23,3,8,1,6,0.016304,0.048913,1
0,1,1,1,1,1,1,0,1,1,23,3,8,1,6,0.016304,0.048913,1
0,1,1,1,1,1,1,0,1,1,23,1,8,1,6,0.005435,0.038043,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,5,4,4,1,4,0.2,0.4,1
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,1
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,1
7,1,15,0.938,0.938,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,1
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,1
8,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,1
8,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,1
8,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,1
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,2,0.25,0.125,0.5,0.5,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,1,0.125,0.063,0.5,0.25,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,1,0.125,0.063,0.5,0.25,0,1,1,3,1,1,1,5,0.333333,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,1
6,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,1
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,1
7,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,1
7,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,1
7,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,1
8,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,1
8,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,1
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,26,8,8,2,4,0.038462,0.096154,1
0,1,1,1,1,1,1,0,1,1,26,8,8,2,4,0.038462,0.096154,1
0,1,1,1,1,1,1,0,1,1,26,8,8,2,4,0.038462,0.096154,1
0,1,1,1,1,1,1,0,1,1,26,2,8,2,4,0.009615,0.038462,1
0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
4,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
5,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.25,0.25,0.5,0.5,0,2,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.125,0.125,0.5,0.25,0,2,1,3,1,1,1,4,0.333333,1.666667,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,5,4,4,1,4,0.2,0.4,1
8,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,1
8,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,1
8,1,15,0.938,0.938,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,1
9,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,1
9,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,1
9,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,1
9,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,1
10,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
10,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,2,0.25,0.125,0.5,0.5,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,1,0.125,0.063,0.5,0.25,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,1,0.125,0.063,0.5,0.25,0,1,1,3,1,1,1,5,0.333333,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
